path	lane	origin
app/page.tsx	D	off-surface
app/styles/03-nav-results-modals.css	D	off-surface
apps/rn/app.json	D	s0-first-look
apps/rn/eslint.config.mjs	D	s0-first-look
apps/rn/src/analytics/funnel.test.ts	B	stale-read
apps/rn/src/analytics/funnel.ts	B	stale-read
apps/rn/src/app/_layout.tsx	C	stale-read
apps/rn/src/app/(tabs)/_layout.tsx	C	stale-read
apps/rn/src/app/(tabs)/index.tsx	C	stale-read
apps/rn/src/app/(tabs)/money.tsx	C	fix-churn
apps/rn/src/app/(tabs)/progress.tsx	C	fix-churn
apps/rn/src/app/+not-found.tsx	C	stale-read
apps/rn/src/app/cushion-forecast.tsx	C	stale-read
apps/rn/src/app/demo.tsx	C	stale-read
apps/rn/src/app/history.tsx	C	stale-read
apps/rn/src/app/living-expenses.tsx	C	stale-read
apps/rn/src/app/more.tsx	C	first-look
apps/rn/src/app/onboarding.tsx	C	stale-read
apps/rn/src/app/paywall.tsx	C	fix-churn
apps/rn/src/app/schedule/[id].tsx	C	stale-read
apps/rn/src/app/tutorial.tsx	C	stale-read
apps/rn/src/appIntents/drainPendingActions.ts	C	stale-read
apps/rn/src/appIntents/pendingActionBridge.native.ts	C	stale-read
apps/rn/src/appIntents/pendingActions.test.ts	C	stale-read
apps/rn/src/appIntents/pendingActions.ts	C	stale-read
apps/rn/src/components/AppLockGate.tsx	C	stale-read
apps/rn/src/components/DataResetScreen.tsx	C	stale-read
apps/rn/src/components/entities/AddObligationSheet.tsx	C	stale-read
apps/rn/src/components/entities/AmortizationView.tsx	C	stale-read
apps/rn/src/components/entities/DebtSheet.tsx	C	fix-churn
apps/rn/src/components/entities/ExpenseSheet.tsx	C	stale-read
apps/rn/src/components/entities/GoalSheet.tsx	C	stale-read
apps/rn/src/components/entities/ImportDebtsSheet.tsx	C	fix-churn
apps/rn/src/components/entities/LivingExpenseSheet.tsx	C	stale-read
apps/rn/src/components/entities/LogPaymentSheet.tsx	C	fix-churn
apps/rn/src/components/money/AllocationBarCanvas.tsx	C	stale-read
apps/rn/src/components/money/AllocationBarCanvas.web.tsx	C	stale-read
apps/rn/src/components/money/AllocationBarChart.tsx	C	stale-read
apps/rn/src/components/money/BillBreakdownSheet.tsx	C	stale-read
apps/rn/src/components/money/BnplCalendarSection.tsx	C	stale-read
apps/rn/src/components/more-button.tsx	C	stale-read
apps/rn/src/components/more/BackupSheets.tsx	C	stale-read
apps/rn/src/components/more/CloudBackupSheet.tsx	C	neighbour
apps/rn/src/components/more/CoachMarkProbeReadout.tsx	C	stale-read
apps/rn/src/components/more/LegacyBridgeProbeReadout.tsx	C	stale-read
apps/rn/src/components/more/LiveActivityQA.tsx	C	stale-read
apps/rn/src/components/more/ReduceMotionProbeReadout.tsx	C	stale-read
apps/rn/src/components/more/SettingRow.tsx	C	stale-read
apps/rn/src/components/onboarding/CompletionStep.tsx	C	stale-read
apps/rn/src/components/onboarding/FirstDebtOrBillStep.tsx	C	stale-read
apps/rn/src/components/onboarding/OnboardingLayout.tsx	C	neighbour
apps/rn/src/components/onboarding/PaycheckStep.tsx	C	stale-read
apps/rn/src/components/onboarding/WelcomeStep.tsx	C	stale-read
apps/rn/src/components/payday/PaydayCaptureSheet.tsx	C	stale-read
apps/rn/src/components/payoff/compareStrategies.test.ts	C	stale-read
apps/rn/src/components/payoff/compareStrategies.ts	C	stale-read
apps/rn/src/components/payoff/monthLabels.test.ts	C	stale-read
apps/rn/src/components/payoff/monthLabels.ts	C	stale-read
apps/rn/src/components/payoff/StrategyCompare.tsx	C	stale-read
apps/rn/src/components/payoff/TrajectoryCanvas.tsx	C	stale-read
apps/rn/src/components/payoff/TrajectoryCanvas.web.tsx	C	stale-read
apps/rn/src/components/payoff/TrajectoryChart.tsx	C	stale-read
apps/rn/src/components/payoff/trajectoryDomain.test.ts	C	stale-read
apps/rn/src/components/payoff/trajectoryDomain.ts	C	stale-read
apps/rn/src/components/payoff/TrajectorySkiaChart.tsx	C	stale-read
apps/rn/src/components/payoff/WhatIfControls.tsx	C	stale-read
apps/rn/src/components/payoff/whereText.test.ts	C	first-look
apps/rn/src/components/payoff/whereText.ts	C	stale-read
apps/rn/src/components/plan/AffordabilityCard.tsx	C	stale-read
apps/rn/src/components/plan/AffordabilityImpactBar.tsx	C	stale-read
apps/rn/src/components/plan/CaptureSlate.tsx	C	stale-read
apps/rn/src/components/plan/CashRunwayCanvas.tsx	C	stale-read
apps/rn/src/components/plan/CashRunwayCanvas.web.tsx	C	stale-read
apps/rn/src/components/plan/CashRunwayChart.tsx	C	stale-read
apps/rn/src/components/plan/CashRunwaySkiaChart.tsx	C	stale-read
apps/rn/src/components/plan/CoachMarkLayer.tsx	C	neighbour
apps/rn/src/components/plan/CushionBarCanvas.tsx	C	stale-read
apps/rn/src/components/plan/CushionBarCanvas.web.tsx	C	stale-read
apps/rn/src/components/plan/CushionBarChart.tsx	C	stale-read
apps/rn/src/components/plan/CushionFloorSheet.tsx	C	stale-read
apps/rn/src/components/plan/DataRepairsCard.tsx	C	stale-read
apps/rn/src/components/plan/dataRepairsCopy.test.ts	C	stale-read
apps/rn/src/components/plan/dataRepairsCopy.ts	C	fix-churn
apps/rn/src/components/plan/DemoAutoEntry.tsx	C	neighbour
apps/rn/src/components/plan/DemoCaption.tsx	C	neighbour
apps/rn/src/components/plan/DemoDirector.tsx	C	neighbour
apps/rn/src/components/plan/DemoDock.tsx	C	neighbour
apps/rn/src/components/plan/FloorImpactBar.tsx	C	stale-read
apps/rn/src/components/plan/GraduationCards.tsx	C	stale-read
apps/rn/src/components/plan/GuardianProofStrip.tsx	C	stale-read
apps/rn/src/components/plan/GuardianScorecard.tsx	C	stale-read
apps/rn/src/components/plan/LeanSuggestionCard.tsx	C	stale-read
apps/rn/src/components/plan/MeshGradientCanvas.tsx	C	neighbour
apps/rn/src/components/plan/MeshGradientChart.tsx	C	stale-read
apps/rn/src/components/plan/MilestoneAckCard.tsx	C	stale-read
apps/rn/src/components/plan/PaidOffBeat.tsx	C	stale-read
apps/rn/src/components/plan/PaidOffFinale.tsx	C	stale-read
apps/rn/src/components/plan/PaycheckSheet.tsx	C	stale-read
apps/rn/src/components/plan/PaydayGuardianCard.tsx	C	stale-read
apps/rn/src/components/plan/PayoffInvitationCard.tsx	C	stale-read
apps/rn/src/components/plan/PlanHero.tsx	C	stale-read
apps/rn/src/components/plan/RecommendedActionsCard.tsx	C	stale-read
apps/rn/src/components/plan/RecoveryPlanSection.tsx	C	stale-read
apps/rn/src/components/plan/RequiredActionsCard.tsx	C	stale-read
apps/rn/src/components/plan/SaveForItSheet.tsx	C	stale-read
apps/rn/src/components/plan/ShareCard.tsx	C	stale-read
apps/rn/src/components/plan/SpokenForSheet.tsx	C	stale-read
apps/rn/src/components/plan/TutorialCoach.tsx	C	neighbour
apps/rn/src/components/plan/TutorialFence.tsx	C	neighbour
apps/rn/src/components/plan/TutorialInviteCard.tsx	C	neighbour
apps/rn/src/components/plan/tutorialStage.ts	C	neighbour
apps/rn/src/components/plan/useCaptureAutoConfirm.ts	C	stale-read
apps/rn/src/components/plan/WindfallSheet.tsx	C	stale-read
apps/rn/src/components/premium/PremiumInvite.tsx	C	stale-read
apps/rn/src/components/progress/CashFlowSection.tsx	C	stale-read
apps/rn/src/components/progress/JourneyRingCanvas.tsx	C	neighbour
apps/rn/src/components/progress/JourneyRingChart.tsx	C	stale-read
apps/rn/src/components/progress/PaidOffArchive.tsx	C	stale-read
apps/rn/src/components/progress/TimelineLedger.tsx	C	stale-read
apps/rn/src/components/SaveFailedBanner.tsx	C	neighbour
apps/rn/src/components/screen.tsx	C	stale-read
apps/rn/src/components/StorageErrorScreen.tsx	C	stale-read
apps/rn/src/components/ui/AddRow.tsx	C	first-look
apps/rn/src/components/ui/AnimatedSheet.tsx	C	stale-read
apps/rn/src/components/ui/AppIcon.ios.tsx	C	first-look
apps/rn/src/components/ui/AppIcon.tsx	C	first-look
apps/rn/src/components/ui/Button.tsx	C	first-look
apps/rn/src/components/ui/Card.tsx	C	first-look
apps/rn/src/components/ui/ChartSkeleton.tsx	C	first-look
apps/rn/src/components/ui/CheckCircle.tsx	C	first-look
apps/rn/src/components/ui/DateField.tsx	C	first-look
apps/rn/src/components/ui/DateField.web.tsx	C	first-look
apps/rn/src/components/ui/EmptyState.tsx	C	first-look
apps/rn/src/components/ui/FormSheet.tsx	C	stale-read
apps/rn/src/components/ui/ListRow.tsx	C	stale-read
apps/rn/src/components/ui/MasterDetail.tsx	C	first-look
apps/rn/src/components/ui/Pill.tsx	C	first-look
apps/rn/src/components/ui/PressableScale.tsx	C	first-look
apps/rn/src/components/ui/RadioGroup.tsx	C	first-look
apps/rn/src/components/ui/RowContextMenu.ios.tsx	C	stale-read
apps/rn/src/components/ui/RowContextMenu.tsx	C	stale-read
apps/rn/src/components/ui/SegmentedToggle.tsx	C	first-look
apps/rn/src/components/ui/Select.tsx	C	first-look
apps/rn/src/components/ui/sheet-styles.ts	C	first-look
apps/rn/src/components/ui/SheetBackdrop.tsx	C	first-look
apps/rn/src/components/ui/SheetScrim.tsx	C	first-look
apps/rn/src/components/ui/Slider.tsx	C	stale-read
apps/rn/src/components/ui/SwitchRow.tsx	C	first-look
apps/rn/src/components/ui/TextField.tsx	C	stale-read
apps/rn/src/components/ui/TwoColumn.tsx	C	first-look
apps/rn/src/config/qa.ts	B	stale-read
apps/rn/src/data/backup.test.ts	B	neighbour
apps/rn/src/data/backup.ts	B	neighbour
apps/rn/src/data/backupFile.ts	B	neighbour
apps/rn/src/data/cloudBackup.test.ts	B	neighbour
apps/rn/src/data/cloudBackup.ts	B	neighbour
apps/rn/src/data/cloudBackupMessages.test.ts	B	off-surface
apps/rn/src/data/cloudBackupMessages.ts	B	off-surface
apps/rn/src/data/defaults.ts	B	stale-read
apps/rn/src/data/formatBackupTime.ts	B	neighbour
apps/rn/src/data/legacyBridge/mapLegacyStore.test.ts	B	neighbour
apps/rn/src/data/legacyBridge/mapLegacyStore.ts	B	neighbour
apps/rn/src/data/legacyBridge/migrateFromLegacy.test.ts	B	neighbour
apps/rn/src/data/legacyBridge/migrateFromLegacy.ts	B	neighbour
apps/rn/src/data/legacyBridge/originalBalance.ts	B	neighbour
apps/rn/src/data/legacyBridge/report.ts	B	neighbour
apps/rn/src/data/legacyBridge/webkitLocalStorage.ts	B	neighbour
apps/rn/src/data/migrationAudit/audit.test.ts	D	instrument
apps/rn/src/data/migrationAudit/cutoverFiles.test.ts	B	s0-first-look
apps/rn/src/data/migrationAudit/doors.ts	B	neighbour
apps/rn/src/data/migrationAudit/hostile.test.ts	B	neighbour
apps/rn/src/data/migrationAudit/interruption.test.ts	B	s0-first-look
apps/rn/src/data/migrationAudit/invariants.ts	D	instrument
apps/rn/src/data/migrationAudit/run.ts	B	neighbour
apps/rn/src/data/migrations.test.ts	B	stale-read
apps/rn/src/data/migrations.ts	B	fix-churn
apps/rn/src/data/models.ts	B	fix-churn
